csv_id;anime_id;anime_name;studio_id;episodes_total;source_material;air_date;overall_rating;members;synopsis;number of tags;Action;Adventure;Cars;Comedy;Dementia;Demons;Drama;Ecchi;Fantasy;Game;Harem;Historical;Horror;Josei;Kids;Magic;Martial_Arts;Mecha;Military;Music;Mystery;Parody;Police;Psychological;Romance;Samurai;School;Sci-Fi;Seinen;Shoujo;Shoujo_Ai;Shounen;Shounen_Ai;Slice_of_Life;Space;Sports;Super_Power;Supernatural;Thriller;Vampire;studio_name
282;1251;Fushigi no Umi no Nadia;6;39.0;Original;Apr 13, 1990;7.56;43635;In 1889, the world is on the pinnacle of great discoveries in technology. In mankind's grasp for the future, a sinister foe known only as Gargoyle, obsessed with restoring the former Atlantean empire to the glory it once held, begins his plans to take over the world. Nadia, with the help of a young inventor, Jean Roque Lartigue, and Captain Nemo of the submarine Nautilus, must fight to save the world from Gargoyle and Neo-Atlantis. Based on the Novel '20,000 Leagues Under the Sea' by Jules Verne.(Source: ANN);5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Gainax
283;2001;Tengen Toppa Gurren Lagann;6;27.0;Original;Apr 1, 2007, 08:30 ;8.7;1016758;"Simon and Kamina were born and raised in a deep, underground village, hidden from the fabled surface. Kamina is a free-spirited loose cannon bent on making a name for himself, while Simon is a timid young boy with no real aspirations. One day while excavating the earth, Simon stumbles upon a mysterious object that turns out to be the ignition key to an ancient artifact of war, which the duo dubs Lagann. Using their new weapon, Simon and Kamina fend off a surprise attack from the surface with the help of Yoko Littner, a hot-blooded redhead wielding a massive gun who wanders the world above.In the aftermath of the battle, the sky is now in plain view, prompting Simon and Kamina to set off on a journey alongside Yoko to explore the wastelands of the surface. Soon, they join the fight against the ""Beastmen,"" humanoid creatures that terrorize the remnants of humanity in powerful robots called ""Gunmen."" Although they face some challenges and setbacks, the trio bravely fights these new enemies alongside other survivors to reclaim the surface, while slowly unraveling a galaxy-sized mystery.[Written by MAL Rewrite]";5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Gainax
284;3352;Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!;6;1.0;Original;Feb 26, 2008;7.4;34225;An uncut version of episode six, involving Kamina's hopes of seeing Yoko and The Black Siblings naked, even at the risk of his friends' safety. (Source: Wikipedia);5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Gainax
285;4705;Tengen Toppa Gurren Lagann: Parallel Works;6;8.0;Original;Jun 15, 2008;7.16;28263;An anthology of animated shorts featuring characters from Gurren Lagann in alternative worlds. Every clip is animated by a particular animator of GAINAX.Creators are Akira Amemiya, Shin Itagaki, Hirokazu Kojima, SUEZEN, Ryouji Masuyama, Hiroyuki Yamaga, Yoh Yoshinari, and Keisuke Watanabe;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Gainax
286;5947;Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume;6;1.0;Original;Jan 1, 2009;7.34;24377;Viral tries to get some sleep, but keeps on having terrifying nightmares.  Can't anyone save him from his plight?;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Gainax
287;6548;Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars;6;1.0;Original;May 27, 2009;7.16;25038;"A music video for the song ""S.t.a.r.S"" featuring Marina Inoue as Yoko.";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Gainax
288;6574;Hanamaru Youchien;6;12.0;Manga;Jan 11, 2010, 01:30 ;7.35;58535;Anzu goes to a kindergarten with her friends, the shy Koume and the eccentric Hiiragi. Together they try to attract attention from their caretaker Tsuchida. However, he is clearly more interested in the pretty Yamamoto who supervises the class next door.;3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;Gainax
289;10622;Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!;6;1.0;Original;Oct 25, 2007;6.81;26432;A special episode bundled with the Nintendo DS game based on the series. Envious of seeing how Simon keeps his Lagann clean and neat, Kamina asks the mysterious Chitori to clean up his Gurren for him, unaware of her true intentions.(Source: Wikipedia);5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Gainax
290;10739;Panty & Stocking in Sanitarybox;6;1.0;Original;Apr 28, 2011;6.45;28593;A special short included with the 5th DVD/BD release.;6;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;Gainax
291;17821;Stella Jogakuin Koutou-ka C³-bu;6;13.0;Manga;Jul 5, 2013;6.56;46835;"Yura Yamato has just arrived at the high school division of Stella Women's Academy, when Sonora Kashima invites her to join a club called ""C³"". Sonora is the third-year student who became the new head of this club for military survival games. The other members include two second-year students (part-Japanese Karila Hatsuse and G36K-wielding Honoka Mutsu) and two other new students (Rento Kirishima whose family runs a Japanese sweets shop and the really short Yachiyo Hinata).(Source: ANN)";3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Gainax
292;17919;Houkago no Pleiades (TV);6;12.0;Original;Apr 9, 2015, 02:44 ;6.75;28724;The sky is the limit in Houkago no Pleiades. With telescope in hand, Subaru is set to go to the observation room of her school in order to get a view of that night's meteor shower. What she least expects is that behind the observatory door was not the starry skies, but a lavish garden, complete with a resplendent fountain and a mysterious young boy with long red hair.But the garden soon disappeared, as if Subaru was only imagining things. All that remains of that brilliant sight is an odd, bouncing blob creature that leads her to another magical door, occupied by other girls in magical witch-like costumes. Revelations start hitting Subaru one after the other: one of the girls in the room is her childhood friend Aoi, the little blob is actually an alien of a species called the Pleiadians trying to return home, and Subaru has been selected by him to become the newest member of their group!Now Subaru's dreams of the stars have come true in the wildest way, as she and her friends attempt to gather pieces of the Pleiadian spacecraft engine to return the being to his home. But they're not the only ones after the engine parts, and they have no idea why!;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Gainax
293;650;Gunsmith Cats;28;3.0;Manga;Nov 1, 1995;7.27;27816;"In the dangerous suburbs of Chicago, skilled bounty hunters Irene ""Rally"" Vincent and ""Minnie"" May Hopkins run Gunsmith Cats, a firearms store of questionable legality. One day, Bill Collins, an agent for the Chicago branch of the Bureau of Alcohol, Tobacco, Firearms, and Explosives, blackmails Rally and May into working with him on a case. The stakes are high, but Rally’s gunmanship and May’s knowledge of explosives are unmatched. As Rally and May unravel the secrets of the case, the two will need to use guns and grenades while being faster, stronger, and better than everyone else in order to stay alive.[Written by MAL Rewrite]";4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
294;1581;Gift: Eternal Rainbow;28;12.0;Visual novel;Oct 6, 2006;6.67;27222;"Amaumi Haruhiko is a high school student who attends Shimano Academy in a town called Narasakicho. Narasakicho contains an unknown rainbow which constantly overlooks the town and is related to granting a magical wish called ""Gift."" Gift is a once-in-a-lifetime present between two people.As a child, Haruhiko has been close with his childhood friend, Kirino, until he obtains a new non-blood sister by the name of Riko. Haruhiko develops a strong relationship with Riko until they sadly depart due to the fact Haruhiko's father could no longer support the two of them.After some times passes by, Riko finally returns to the town of Narasakicho, and along with Kirino, starts to attend Shimano Academy with Haruhiko. The series revolves around the relationship among these main protagonists and slowly reveals the story behind both Gift and the rainbow.";6;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
295;2201;Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy;28;1.0;Game;Jul 15, 2006;6.89;55286;"Satoshi and his friends get lost in an unknown wasteland.  They eventually come across a ""Water Pokemon Show"" performed by the star of the Mariner Troupe, Hiromi.  Hiromi is a descendant of the troupe of Water People able to communicate with water pokemon, and she tells our heroes the legend that's been passed down by her people for generations.   According to legend, a temple the Water People built called ""The Water Temple Akuusha"" rests somewhere in the ocean, and a treasure called ""The Water Crown"" is hidden there.  It's said that no one has ever seen this treasure, but that changes when a Pokemon Ranger named Jack Walker (aka Jackie) appears to chase aftert it.Jackie is on a top secret mission that has him protecting the egg of the leader of the water pokemon, Manaphy. This pokemon, called the ""Prince of the Sea,"" needs to be taken to the Water Temple Akuusha, so Satoshi-tachi and Hiromi decide to help him.  Along the way, a pirate named Phantom attacks our heroes from his great submarine.  Phantom plans to use the Water Crown's power to help him conquer the world, but he'll have to solve the mystery of Manaphy's egg first.  When the Rocket-Dan get into the mix, Jackie uses his Capture Styler to borrow the power of a nearby pokemon to stand up to them.  Satoshi and Pikachu enter the fray, but they still have to contend with the attacks of Phantom's powerful high tech mecha!  Suddenly, the egg starts to shine with a vivid light, and Manpahy is born!  What is the mystery of the legendary treasure?  What mysterious powers does Manaphy have?  Can Satoshi-tachi and Jackie complete their top secret mission?  The journey to reach the Water Temple Akuusha has begun!";5;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
296;4026;Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi;28;1.0;Game;Jul 19, 2008;7.0;54608;The legendary Renegade Pokémon, Giratina, encounters the Temporal Pokémon Dialga by a lake and successfully manages to drag Dialga into its home—an alternate dimension separate from the normal world. But a small green Pokémon gets gotten dragged in as well—and though it somehow escapes, Dialga uses this opportunity to escape as well after preventing Giratina from chasing after it.After accidentally ruining Satoshi and his friends' picnic, the green Pokémon is taken to the Pokémon Center where it is treated for injuries and introduced as Shaymin, the mythical Gratitude Pokémon. Using telepathy, Shaymin demands that Satoshi, Hikari, and Takeshi take it somewhere. But before they can find out where to go, the group find themselves being pursued by both Giratina and a strange man named Zero—both in search of little Shaymin! Will Satoshi and his friends be able to find Shaymin's desired place while keeping themselves out of danger?[Written by MAL Rewrite];4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
297;4793;Pokemon: Pichu to Pikachu;28;1.0;Game;Jul 8, 2000;6.72;32410;Pikachu meets the Pichu brothers and goes on an adventure through the city with them while trying to get back to the building where the rest of Ash's Pokemon are.;4;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
298;5526;Pokemon: Pikachu no Natsuyasumi;28;1.0;Game;Jul 18, 1998;6.82;27644;Ash and his friends arrive at a Pokémon-only park. They set all their Pokémon loose and, after Ash tells Pikachu to watch over Togepi, they enter for a day of fun and relaxation. Unfortunately, it's not going to turn out the way they had hoped.(Source: Serebii);3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
299;6178;Pokemon Movie 12: Arceus Choukoku no Jikuu e;28;1.0;Game;Jul 18, 2009;7.06;51585;In ages long forgotten, when Earth found itself on a collision course with a meteor, Legendary Pokémon Arceus used its power to avert the danger. However, this feat caused the 16 Plates surrounding it to scatter across the world. Without the Plates providing Arceus with life energy, it began to die. A human named Damon managed to find one of the Plates and returned it to the moribund Pokémon, helping it recover. As a reward, Arceus created the Jewel of Life and gave it to the people of Michina Town, stipulating that it must be returned, but the humans refused, hogging the Jewel to themselves. In the battle that ensued, Damon was killed and Arceus went into slumber, vowing to punish humanity upon its return.Satoshi and his companions arrive in Michina Town where they come across Sheena, a descendant of Damon, who claims to be in possession of the Jewel of Life and intends on giving it back to Arceus when it awakens.The situation takes an unexpected turn when Arceus, despite Sheena's best intentions, remains unsatisfied. Satoshi must now prevent the destruction of the entire human race, as Arceus' fury causes distortions in the fabric of the universe, enraging the Legendary trio—Dialga, Palkia, and Giratina—and disturbing the world's balance.[Written by MAL Rewrite];6;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
300;7695;Pokemon Movie 13: Genei no Hasha Zoroark;28;1.0;Game;Jul 10, 2010;6.97;42870;The shapeshifting Pokémon Zorua and Zoroark are captured by a mysterious group intent on using their illusory powers for their own gain. They unleash Zoroark on Crown City, forcing her beforehand to take the form of Suicune, Entei, and Raikou, the guardians of the town.As Satoshi and his companions visit Crown City to watch the much-anticipated Pokémon Baccer World Cup, they encounter Zorua, who managed to escape captivity. At the same time, Zoroark goes on a rampage, unaware of Zorua's breakout. Disguised as the Legendary Beast Trio, she starts destroying the city and terrorizing its inhabitants.Will Satoshi manage to stop the deranged Pokémon before Crown City perishes? Will the sudden arrival of long-unseen Celebi change the outcome of the seemingly inevitable clash between Zoroark and the impersonated Legendary Beasts?[Written by MAL Rewrite];4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
301;9107;Pokemon Best Wishes!;28;84.0;Game;Sep 23, 2010, 19:00 ;6.5;58321;As with both the Advanced Generation and Diamond & Pearl series before it, the Best Wishes! series begins with only Satoshi, headed off to the Isshu region, located far away from Kanto, Johto, Houen, and Sinnoh, with his Pikachu. After he meets up with the new trainer and rival Shooty and the region's Professor Araragi, he gains traveling companions in Iris, a girl from a town known for its Dragon Pokémon, and Dent, Pokémon Connoisseur and the Grass Pokémon specialist of the three Sanyou City Gym Leaders.;5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
302;9917;Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom;28;1.0;Game;Jul 16, 2011;6.72;31858;In ages past, the Kingdom of the Vale, a mighty and flourishing realm, fell into turmoil. The ruler's two sons turned against each other, unleashing the powers of their Legendary familiars—Reshiram and Zekrom—and disturbing the Dragon Force that supplied the kingdom with energy. With the help of the Mythical Pokémon Victini, balance was restored and the Dragon Force was bound by the Sword of the Vale. Should the Sword be moved, devastation will loom again.Damon, a descendant of the now scattered People of the Vale, is attempting to restore his people's kingdom to its former glory. He manages to summon Legendary Pokémon Zekrom, with the aim of lifting the Sword of the Vale and harnessing the power of the Dragon Force himself.Meanwhile, Satoshi and his companions visit Eindoak Town, located at the foot of the Sword of the Vale. Confronted with Damon's scheme, they lend a hand to Victini, guardian of the Vale, in stopping the plan from coming to fruition and preventing a repeat of the tragedy that occurred a millennium ago.[Written by MAL Rewrite];5;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
303;10507;Inazuma Eleven Go;28;47.0;Game;May 4, 2011;7.06;41431;"Tenma Matsukaze is a new student at Raimon Junior High. Due to his love for soccer, he decides to join the school soccer team, which gained its reputation after the amazing performance shown ten years earlier in the Football Frontier International, a tournament that hosts the best youth teams the world has to offer. Unfortunately, the once renowned school doesn't have the soccer spirit it once enjoyed.This is primarily due to the fact that soccer in Japan is now controlled by a dark entity known as the ""Fifth Sector."" They alone decide the fate of every match, instructing teams to either win or lose. The actions of the Fifth Sector have beaten down the country’s soccer teams, who no longer have a love for the game.Tenma and his teammates will look to shift this paradigm and fight back against their evil oppressors. Thankfully, they will not be alone in this battle, as they will get help from a group known as the ""Resistance."" Cheer on the boys of Inazuma Eleven Go as they fight the good fight!";3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;OLM
304;10740;Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram;28;1.0;Game;Jul 16, 2011;6.71;26957;In ages past, the Kingdom of the Vale, a mighty and flourishing realm, fell into turmoil. The ruler's two sons turned against each other, unleashing the powers of their Legendary familiars—Reshiram and Zekrom—and disturbing the Dragon Force that supplied the kingdom with energy. With the help of the Mythical Pokémon Victini, balance was restored and the Dragon Force was bound by the Sword of the Vale. Should the Sword be moved, devastation will loom again.Damon, a descendant of the now scattered People of the Vale, is attempting to restore his people's kingdom to its former glory. He manages to summon Legendary Pokémon Zekrom, with the aim of lifting the Sword of the Vale and harnessing the power of the Dragon Force himself.Meanwhile, Satoshi and his companions visit Eindoak Town, located at the foot of the Sword of the Vale. Confronted with Damon’s scheme, they lend a hand to Victini, guardian of the Vale, in stopping the plan from coming to fruition and preventing a repeat of the tragedy that occurred a millennium ago.[Written by MAL Rewrite];5;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
305;12671;Pokemon Movie 15: Kyurem vs. Seikenshi;28;1.0;Game;Jul 14, 2012;6.51;26495;Mythical Pokémon Keldeo wishes to join the Swords of Justice, a group of Pokémon traveling around the world, helping out those in need. To do so he must first harness the power of his horn and learn the move Sacred Sword, and he decides to challenge Kyurem, a Legendary Dragon residing in an abandoned mine located within an icy crater. Confident as he is at first, it soon occurs to Keldeo that he is not yet ready for the fight.Meanwhile, as Satoshi and his friends travel across the Unova region, they stumble across an injured Keldeo. At the same time, Kyurem goes on a rampage, drawing energy from other Legendary Pokémon and disturbing the balance of power in the entire region.Now backed by his new friends, Keldeo must overcome his weaknesses and face Kyurem once again, now with the fate of the world at stake.[Written by MAL Rewrite];6;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
306;13261;Inazuma Eleven Go: Chrono Stone;28;51.0;Game;Apr 18, 2012, 19:00 ;7.25;28528;Inazuma Eleven Go: Chrono Stone is set after the Holy Road Soccer Tournament. The hero of of the moment, Tenma Matsukaze, traveled all over Japan to teach soccer to kids.He returns to Raimon Junior High School after completing his mission, but to his surprise, it's no longer the same Raimon Junior High that he remembers. The soccer club is non-existent, and the members of the champion team in the Holy Road Soccer Tournament have no recollection of taking part in the tournament. They neither remember Tenma nor the game of soccer they loved. As Tenma is baffled by this twist, Alpha, the leader of the Route Agents and captain of Protocol Omega team, suddenly appears before him. Alpha declares that he and his team are responsible for wiping out passion for soccer in Raimon along with the memories of the soccer club members: and Tenma himself is next.That's when a strange boy named Fei Rune appears just in time to save him. Just who is Fei, and why does Alpha want to eliminate soccer for good? Tenma knows that he needs to do everything in his power to emerge victorious. It's a battle that could seal the fate of soccer forever.;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;OLM
307;16680;Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei;28;1.0;Game;Jul 13, 2013;6.45;24121;The homeland of the Genesect exists no more. After three hundred million years, the snowy mountains where the Paleozoic Pokemon once lived are no longer habitable-- but not all of the race are actually extinct. Several specimen are still alive and - confused and distressed - are desperate to find a new place to call home. Led by a Shiny Genesect and accompanied by the Legendary Pokemon Mewtwo, the vagabond creatures arrive in New Tork City.Perceiving the city skyline as similar to their initial habitat, the Genesect take over the city center, driving out other Pokemon and threatening the existence of the local populace. On top of that, the Genesect leader confronts Mewtwo in a cunning, fast-paced duel that is bound to destroy the entire city – and it’s up to Satoshi and his companions to save the city and reconcile the feuding Pokemon.[Written by MAL Rewrite];5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
308;17115;Pokemon Best Wishes! Season 2: Episode N;28;14.0;Game;Jan 17, 2013, 19:00 ;6.79;25414;"In this new series, Satoshi, Pikachu and friends start a new journey towards the ""White Ruins."" There, they meet the young ""N"", who can hear the voices from Pokémon's hearts... The door of truth leading to an Utopia for Pokémon and humans now lies open!(Source: AniDB)";5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
309;17873;Pokemon Best Wishes! Season 2: Decolora Adventure;28;20.0;Game;Apr 25, 2013, 19:00 ;6.38;23594;After their encounter with Team Plasma, Satoshi, Iris and Dent start a new journey in the Decolora Islands.;5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
310;25805;Pokemon Movie 18: Ring no Choumajin Hoopa;28;1.0;Game;Jul 18, 2015;6.63;22707;A century ago, the power of a mighty creature known as Hoopa, who is capable of single-handedly defeating legendary Pokemon, was captured in a bottle by a lone traveler. The bottle was then hidden deep inside a cave in the desert, in the hopes that the darkness sealed within it would never see the light of day again.Years later, a young man finds the bottle and breaks the curses surrounding it, releasing the power confined within it. Its contents take the form of Hoopa's shadow, and it uses its unbound power to shatter the bottle and prevent anyone from capturing it again. The shadow then goes on a rampage and attacks the original Hoopa, while both Pokemon summon other legendary creatures to aid them in their brawl. Satoshi—a budding Pokemon trainer from the Kanto region—and his friends are caught up in the crossfire, and must now work to stop the ravaging Pokemon, or face a devastating clash of legends.[Written by MAL Rewrite];3;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;OLM
